"id","index","ec_list_no","cas_id_number","name","page_id","url"
"19232","","274-366-7","70179-77-0","Sodium 3-[[4-amino-9,10-dihydro-3-[2-(2-methoxyethoxy)ethoxy]-9,10-dioxo-1-anthryl]amino]-2,4,6-trimethylbenzenesulphonate","46350","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46350"
"19233","","239-848-3","15761-39-4","1-(tert-butyl) hydrogen (S)-pyrrolidine-1,2-dicarboxylate","46354","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46354"
"19234","","609-030-4","34825-99-5","2-(Diphenylphosphino)benzonitrile","46357","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46357"
"19235","","268-404-1","68083-55-6","2,4-dimethylphenylacetaldehyde","46360","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46360"
"19236","","216-420-4","1578-63-8","Fluorophenylacetic acid","46362","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46362"
"19237","","600-587-9","104617-49-4","(RS)-2,6-Diamino-4,5,6,7-tetrahydrobenzothiazole","46366","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46366"
"19238","","923-908-7","","Acetalization products between glucose and C12/18(even numbered)alcohol","46375","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46375"
"19239","","219-840-6","2549-93-1","Cyclohex-1,4-ylenebis(methylamine)","46376","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46376"
"19240","","254-490-8","39520-24-6","Dimethyl isobutylmalonate","46377","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46377"
"19241","","261-777-1","59468-44-9","8-chloro-6-(o-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylic acid","46378","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46378"
"19242","","210-534-8","617-85-6","Triethylstibine","46379","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46379"
"19243","","427-840-4","19812-93-2","4-Cyano-4'-hydroxybiphenyl","46385","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46385"
"19244","","293-297-3","91053-33-7","Juniper, Juniperus mexicana, ext., isomerized, acetylated","46387","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46387"
"19245","","480-070-0","85-27-8","4-(1-Phenylethyl)-benzene-1,3-diol","46388","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46388"
"19246","","292-792-1","90990-29-7","Fatty acids, C16 and C18-22-unsatd., C16-18 and C18-unsatd. alkyl esters","46390","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46390"
"19247","","213-945-0","1068-42-4","Aminoguanidinium sulphate","46392","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46392"
"19248","","610-910-5","528857-23-0","Cyclohexane, oxidized, aq. ext., Me esters, C5-6 ester fraction, distn. residues, Me hydroxyhexanoate fraction, distn. residues","46393","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46393"
"19249","","232-127-4","7787-64-6","Bismuth triiodide","46398","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46398"
"19250","","218-901-4","2277-28-3","2,3-dihydroxypropyl (9Z,12Z)-octadeca-9,12-dienoate","46401","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46401"
"19251","","238-409-3","14435-88-2","2,6-bis(p-tolyl)pyridine","46406","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46406"
"19252","","307-335-4","97593-32-3","Glycerides, C8-21 and C8-21-unsatd. mono- and di-, citrates, sodium salts","46410","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46410"
"19253","","227-310-0","5785-06-8","m-anisohydrazide","46413","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46413"
"19254","","212-822-9","872-32-2","3,4-dihydro-5-methyl-2H-pyrrole","46414","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46414"
"19255","","239-195-4","15131-55-2","Bis(cyclopent-2-enyl) ether","46415","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46415"
"19256","","280-445-7","83411-71-6","Bis(2,4,4-trimethylpentyl)phosphinic acid","46418","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46418"
"19257","","272-733-6","68910-31-6","Benzenesulfonic acid, mono-C10-16-alkyl derivs., ammonium salts","46422","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46422"
"19258","","203-566-9","108-27-0","5-methyl-2-pyrrolidinone","46424","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46424"
"19259","","600-611-8","10486-00-7","Sodium perborate, tetrahydrate","46425","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46425"
"19260","","218-583-7","2190-04-7","Octadecylammonium acetate","46433","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46433"
"19261","","288-854-2","85909-50-8","Ammonium isodecyl sulphate","46437","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46437"
"19262","","239-440-5","15430-52-1","Prop-2-ynylamine hydrochloride","46439","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46439"
"19263","","210-626-8","620-14-4","3-ethyltoluene","46440","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46440"
"19264","","603-679-7","1328-45-6","Anthra[2,1,9-mna]naphth[2,3-h]acridine-5,10,15(16H)-trione","46444","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46444"
"19265","","294-733-5","91745-61-8","Amines, N-vegetable-oil alkyltrimethylenedi-","46447","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46447"
"19266","","500-036-1","25214-70-4","Formaldehyde, oligomeric reaction products with aniline","46448","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46448"
"19267","","244-038-8","20786-60-1","Orthoboric acid, potassium salt","46451","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46451"
"19268","","223-946-8","4130-54-5","Stearohydrazide","46453","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46453"
"19269","","500-159-0","64298-75-5","4,4'-Methylenediphenyl diisocyanate, oligomeric reaction products with α-hydro-ω-hydroxypoly[oxy(methyl-1,2-ethanediyl)] and polyethoxylated and polypropoxylated glycerol","46456","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46456"
"19270","","216-070-2","1488-42-2","(2-carboxylatophenyl)phenyliodonium","46457","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46457"
"19271","","241-690-5","17692-71-6","Vanitiolide","46458","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46458"
"19272","","277-841-7","74367-78-5","α-chloro-3,5-dinitrotoluene","46460","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46460"
"19273","","223-442-8","3893-23-0","Cyclohexylphenylacetonitrile","46463","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46463"
"19274","","600-198-4","101377-47-3","bis(4-fluorophenyl)methyl(4H-1,2,4-triazol-4yl-methyl)silane","46480","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46480"
"19275","","232-829-0","9028-36-8","Dehydrogenase, d-lactate","46483","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46483"
"19276","","220-973-7","2954-50-9","1,2,3,4-tetrahydro-2-naphthylamine","46485","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46485"
"19277","","304-783-2","94279-39-7","2-Butene, chlorinated, epoxidized, distn. residues","46486","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46486"
"19278","","285-359-3","85085-28-5","Citrus medica, ext.","46487","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46487"
"19279","","238-176-8","14282-91-8","Hexaammineruthenium trichloride","46489","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46489"
"19280","","213-274-3","933-90-4","3-hydroxypyridine-2-carboxamide","46490","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46490"
"19281","","202-041-1","91-10-1","2,6-dimethoxyphenol","46491","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46491"
"19282","","222-340-0","3437-84-1","Bisisobutyryl peroxide","46495","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46495"
"19283","","477-870-7","811412-48-3","(3E)-4-methyldec-3-en-5-one","46498","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46498"
"19284","","302-192-4","94094-90-3","Aluminum, 2-butanol iso-Pr alc. complexes","46500","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46500"
"19285","","220-371-4","2741-57-3","1-(dichloromethyl)-2-(trichloromethyl)benzene","46501","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46501"
"19286","","242-582-0","18794-84-8","(E)-7,11-dimethyl-3-methylenedodeca-1,6,10-triene","46505","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46505"
"19287","","218-915-0","2280-49-1","N-phenyl-N-[(trichloromethyl)thio]benzenesulphonamide","46513","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46513"
"19288","","615-335-3","7173-54-8","1-Dodecanaminium N,N-didodecyl-n-methyl-, chloride (1:1)","46514","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46514"
"19289","","610-786-2","521300-98-1","2-(2-ethoxyphenoxy)ethanamine methanesulfonate","46515","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46515"
"19290","","606-177-6","18942-49-9","D-Phenylalanine, N-[(1,1-dimethylethoxy)carbonyl]-","46516","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46516"
"19291","","217-276-5","1795-48-8","Isopropyl isocyanate","46518","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46518"
"19292","","239-600-4","15547-17-8","6-ethyl-1,2,3,4-tetrahydroanthraquinone","46526","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46526"
"19293","","500-529-1","161074-93-7","D-Glucopyranose, oligomers, 2-ethylhexyl glycosides","46528","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46528"
"19294","","221-543-1","3141-12-6","Triethyl arsenite","46531","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46531"
"19295","","233-823-0","10377-52-3","Trilithium orthophosphate","46533","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46533"
"19296","","274-539-7","70288-99-2","4-dipropylaminobutyronitrile","46534","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46534"
"19297","","617-995-8","872996-05-9","Benzeneacetic acid, α-hydroxy-, (αS)-(γS)-compd. with N-methyl-γ-(2-methylphenoxy)benzenepropanamine (1:1)","46536","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46536"
"19298","","271-686-9","68604-35-3","Fatty acids, C8-18 and C18-unsatd., compds. with diethanolamine","46539","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46539"
"19299","","206-015-0","287-27-4","Thietane","46542","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46542"
"19300","","230-835-8","7333-67-7","Propane-1,3-diylbis[triphenylphosphonium] dibromide","46546","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46546"
"19301","","609-076-5","35139-67-4","6-chloro-3-hydroxy-2-iminopyrimidin-4-amine","46549","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46549"
"19302","","221-114-9","3007-31-6","Didodecylamine","46555","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46555"
"19303","","618-109-2","88069-93-6","4-trans-Propionylcyclohexylbenzol","46561","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46561"
"19304","","283-104-0","84540-13-6","Soaps, stocks, tallow, acidulated","46562","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46562"
"19305","","298-862-8","93839-89-5","Adenosine 5'-(trihydrogen diphosphate), monoanhydride with phosphorothioic acid, tetralithium salt","46563","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46563"
"19306","","273-201-6","68953-36-6","Fatty acids, tall-oil, reaction products with tetraethylenepentamine","46564","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46564"
"19307","","209-250-7","563-46-2","2-methylbut-1-ene","46572","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46572"
"19308","","275-151-0","71033-21-1","Disodium 2,2'-(azodi-p-phenylene)bis[6-methylbenzothiazolesulphonate]","46579","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46579"
"19309","","222-872-3","3644-12-0","N-(methoxymethyl)methacrylamide","46580","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46580"
"19310","","260-029-1","56177-80-1","2-ethoxy-5-fluoro-1H-pyrimidin-4-one","46584","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46584"
"19311","","233-158-6","10048-13-2","(3aR-cis)3a,12c-dihydro-8-hydroxy-6-methoxy-7H-furo[3',2':4,5]furo[2,3-c]xanthen-7-one","46597","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46597"
"19312","","273-630-9","68990-91-0","Tallow, reaction products with 2-[(2-aminoethyl)amino]ethanol","46600","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46600"
"19313","","227-392-8","5819-47-6","Magnesium 2-oxopyrrolidine-5-carboxylate","46601","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46601"
"19314","","259-891-1","55910-09-3","Propyl cyclohexaneacetate","46604","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46604"
"19315","","201-802-5","88-13-1","3-thenoic acid","46607","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46607"
"19316","","210-234-7","610-71-9","2,5-dibromobenzoic acid","46609","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46609"
"19317","","203-128-7","103-61-7","Cinnamyl butyrate","46616","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46616"
"19318","","244-282-5","21221-93-2","3,5-bis(trifluoromethyl)benzophenone","46620","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46620"
"19319","","607-004-7","22365-47-5","1-Piperazinecarboximidamide, sulfate (2:1)","46624","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/46624"
